,Feature,Importance,Metric,Ticker,Model,Scope
476,Close t-2,-3.5630380224471736e-05,mae,BTC,Deep Learning LSTM,1 day ahead
478,Close t-1,-3.295804003944358e-05,mae,BTC,Deep Learning LSTM,1 day ahead
474,Close t-3,-2.0524028892854318e-05,mae,BTC,Deep Learning LSTM,1 day ahead
118,Gtrend t-1,-1.8440282661291718e-05,mae,BTC,Deep Learning LSTM,1 day ahead
114,Gtrend t-3,-1.3813697286479965e-05,mae,BTC,Deep Learning LSTM,1 day ahead
110,Gtrend t-5,-1.1473847553178373e-05,mae,BTC,Deep Learning LSTM,1 day ahead
112,Gtrend t-4,-1.0669435540289207e-05,mae,BTC,Deep Learning LSTM,1 day ahead
116,Gtrend t-2,-9.986468629041845e-06,mae,BTC,Deep Learning LSTM,1 day ahead
472,Close t-4,-9.022124928148578e-06,mae,BTC,Deep Learning LSTM,1 day ahead
106,Gtrend t-7,-5.238319504830002e-06,mae,BTC,Deep Learning LSTM,1 day ahead
108,Gtrend t-6,-3.839291836338354e-06,mae,BTC,Deep Learning LSTM,1 day ahead
102,Gtrend t-9,-2.6940380873918812e-06,mae,BTC,Deep Learning LSTM,1 day ahead
238,TYX t-1,-2.3421984522986605e-06,mae,BTC,Deep Learning LSTM,1 day ahead
94,Gtrend t-13,-1.927932775425134e-06,mae,BTC,Deep Learning LSTM,1 day ahead
104,Gtrend t-8,-1.7591229040103684e-06,mae,BTC,Deep Learning LSTM,1 day ahead
98,Gtrend t-11,-1.7508615625105861e-06,mae,BTC,Deep Learning LSTM,1 day ahead
96,Gtrend t-12,-1.6334039248944165e-06,mae,BTC,Deep Learning LSTM,1 day ahead
88,Gtrend t-16,-7.51930710030102e-07,mae,BTC,Deep Learning LSTM,1 day ahead
90,Gtrend t-15,-6.860683430254255e-07,mae,BTC,Deep Learning LSTM,1 day ahead
82,Gtrend t-19,-2.5085492494358874e-07,mae,BTC,Deep Learning LSTM,1 day ahead
80,Gtrend t-20,-1.8470614437937627e-07,mae,BTC,Deep Learning LSTM,1 day ahead
316,Volume t-22,-7.357065601176771e-08,mae,BTC,Deep Learning LSTM,1 day ahead
330,Volume t-15,-5.017085746850114e-08,mae,BTC,Deep Learning LSTM,1 day ahead
70,Gtrend t-25,-4.9097922838470254e-08,mae,BTC,Deep Learning LSTM,1 day ahead
78,Gtrend t-21,-4.663565900120403e-08,mae,BTC,Deep Learning LSTM,1 day ahead
72,Gtrend t-24,-2.3855891595481182e-08,mae,BTC,Deep Learning LSTM,1 day ahead
52,Gtrend t-34,-2.0019607971377695e-08,mae,BTC,Deep Learning LSTM,1 day ahead
326,Volume t-17,-1.4318765617638007e-08,mae,BTC,Deep Learning LSTM,1 day ahead
64,Gtrend t-28,-9.731045191863075e-09,mae,BTC,Deep Learning LSTM,1 day ahead
42,Gtrend t-39,-7.003418178719301e-09,mae,BTC,Deep Learning LSTM,1 day ahead
68,Gtrend t-26,-6.149918463371762e-09,mae,BTC,Deep Learning LSTM,1 day ahead
38,Gtrend t-41,-5.544558812076161e-09,mae,BTC,Deep Learning LSTM,1 day ahead
24,Gtrend t-48,-3.884125465702937e-09,mae,BTC,Deep Learning LSTM,1 day ahead
30,Gtrend t-45,-3.775045942511213e-09,mae,BTC,Deep Learning LSTM,1 day ahead
26,Gtrend t-47,-3.1658589083605193e-09,mae,BTC,Deep Learning LSTM,1 day ahead
14,Gtrend t-53,-1.9379164939437032e-09,mae,BTC,Deep Learning LSTM,1 day ahead
16,Gtrend t-52,-1.7395319629187611e-09,mae,BTC,Deep Learning LSTM,1 day ahead
18,Gtrend t-51,-1.284076955876401e-09,mae,BTC,Deep Learning LSTM,1 day ahead
12,Gtrend t-54,-1.0735725641808358e-09,mae,BTC,Deep Learning LSTM,1 day ahead
36,Gtrend t-42,-1.0219033397262933e-09,mae,BTC,Deep Learning LSTM,1 day ahead
4,Gtrend t-58,-8.834807330160288e-10,mae,BTC,Deep Learning LSTM,1 day ahead
8,Gtrend t-56,-7.144392855096271e-10,mae,BTC,Deep Learning LSTM,1 day ahead
6,Gtrend t-57,-5.001075109589692e-10,mae,BTC,Deep Learning LSTM,1 day ahead
20,Gtrend t-50,-3.6040914697110793e-10,mae,BTC,Deep Learning LSTM,1 day ahead
10,Gtrend t-55,-1.0525225135893379e-10,mae,BTC,Deep Learning LSTM,1 day ahead
48,Gtrend t-36,-2.870514936859081e-11,mae,BTC,Deep Learning LSTM,1 day ahead
22,Gtrend t-49,0.0,mae,BTC,Deep Learning LSTM,1 day ahead
34,Gtrend t-43,8.930411965479834e-12,mae,BTC,Deep Learning LSTM,1 day ahead
0,Gtrend t-60,6.187550471992154e-11,mae,BTC,Deep Learning LSTM,1 day ahead
2,Gtrend t-59,1.7159296206159524e-10,mae,BTC,Deep Learning LSTM,1 day ahead
240,Volume t-60,2.8832725096350487e-10,mae,BTC,Deep Learning LSTM,1 day ahead
28,Gtrend t-46,3.897521194673459e-10,mae,BTC,Deep Learning LSTM,1 day ahead
46,Gtrend t-37,4.0825098857055764e-10,mae,BTC,Deep Learning LSTM,1 day ahead
56,Gtrend t-32,4.165435774083903e-10,mae,BTC,Deep Learning LSTM,1 day ahead
242,Volume t-59,5.798439506321529e-10,mae,BTC,Deep Learning LSTM,1 day ahead
44,Gtrend t-38,1.2094435453136043e-09,mae,BTC,Deep Learning LSTM,1 day ahead
244,Volume t-58,1.3204367599328748e-09,mae,BTC,Deep Learning LSTM,1 day ahead
248,Volume t-56,1.3382978059084394e-09,mae,BTC,Deep Learning LSTM,1 day ahead
246,Volume t-57,1.502236002259849e-09,mae,BTC,Deep Learning LSTM,1 day ahead
250,Volume t-55,2.2390015397277807e-09,mae,BTC,Deep Learning LSTM,1 day ahead
252,Volume t-54,2.3767862122880956e-09,mae,BTC,Deep Learning LSTM,1 day ahead
360,Close t-60,2.3984745300964505e-09,mae,BTC,Deep Learning LSTM,1 day ahead
256,Volume t-52,2.7257132106939252e-09,mae,BTC,Deep Learning LSTM,1 day ahead
262,Volume t-49,3.3706222257734453e-09,mae,BTC,Deep Learning LSTM,1 day ahead
32,Gtrend t-44,3.507769075206113e-09,mae,BTC,Deep Learning LSTM,1 day ahead
258,Volume t-51,3.5351983562748046e-09,mae,BTC,Deep Learning LSTM,1 day ahead
362,Close t-59,3.544128879262587e-09,mae,BTC,Deep Learning LSTM,1 day ahead
368,Close t-56,3.735496578727293e-09,mae,BTC,Deep Learning LSTM,1 day ahead
40,Gtrend t-40,3.8043889150074506e-09,mae,BTC,Deep Learning LSTM,1 day ahead
254,Volume t-53,3.899434886101005e-09,mae,BTC,Deep Learning LSTM,1 day ahead
260,Volume t-50,4.127162389622185e-09,mae,BTC,Deep Learning LSTM,1 day ahead
364,Close t-58,4.2336902872364135e-09,mae,BTC,Deep Learning LSTM,1 day ahead
366,Close t-57,4.709557854809532e-09,mae,BTC,Deep Learning LSTM,1 day ahead
320,Volume t-20,5.106964739987063e-09,mae,BTC,Deep Learning LSTM,1 day ahead
120,TYX t-60,5.300246019857013e-09,mae,BTC,Deep Learning LSTM,1 day ahead
270,Volume t-45,5.33596800078584e-09,mae,BTC,Deep Learning LSTM,1 day ahead
264,Volume t-48,5.417618242908873e-09,mae,BTC,Deep Learning LSTM,1 day ahead
370,Close t-55,5.809284053803765e-09,mae,BTC,Deep Learning LSTM,1 day ahead
122,TYX t-59,6.692764675797491e-09,mae,BTC,Deep Learning LSTM,1 day ahead
374,Close t-53,6.7061604047680134e-09,mae,BTC,Deep Learning LSTM,1 day ahead
376,Close t-52,7.48311301812521e-09,mae,BTC,Deep Learning LSTM,1 day ahead
60,Gtrend t-30,8.383816862966853e-09,mae,BTC,Deep Learning LSTM,1 day ahead
266,Volume t-47,9.245609167152224e-09,mae,BTC,Deep Learning LSTM,1 day ahead
372,Close t-54,9.26155641067794e-09,mae,BTC,Deep Learning LSTM,1 day ahead
124,TYX t-58,9.462492456258076e-09,mae,BTC,Deep Learning LSTM,1 day ahead
50,Gtrend t-35,9.7170114177203e-09,mae,BTC,Deep Learning LSTM,1 day ahead
268,Volume t-46,1.0058921695588197e-08,mae,BTC,Deep Learning LSTM,1 day ahead
294,Volume t-33,1.0267512395856215e-08,mae,BTC,Deep Learning LSTM,1 day ahead
126,TYX t-57,1.1008743139306887e-08,mae,BTC,Deep Learning LSTM,1 day ahead
54,Gtrend t-33,1.1268365240901801e-08,mae,BTC,Deep Learning LSTM,1 day ahead
286,Volume t-37,1.1657479426219197e-08,mae,BTC,Deep Learning LSTM,1 day ahead
272,Volume t-44,1.19234805362467e-08,mae,BTC,Deep Learning LSTM,1 day ahead
58,Gtrend t-31,1.1965581414585813e-08,mae,BTC,Deep Learning LSTM,1 day ahead
274,Volume t-43,1.250970338428914e-08,mae,BTC,Deep Learning LSTM,1 day ahead
128,TYX t-56,1.2996415166277586e-08,mae,BTC,Deep Learning LSTM,1 day ahead
276,Volume t-42,1.3166732371061585e-08,mae,BTC,Deep Learning LSTM,1 day ahead
378,Close t-51,1.4456550290198322e-08,mae,BTC,Deep Learning LSTM,1 day ahead
382,Close t-49,1.5827380628330445e-08,mae,BTC,Deep Learning LSTM,1 day ahead
130,TYX t-55,1.6767633725933706e-08,mae,BTC,Deep Learning LSTM,1 day ahead
380,Close t-50,1.8303040083544886e-08,mae,BTC,Deep Learning LSTM,1 day ahead
132,TYX t-54,1.8409568092181416e-08,mae,BTC,Deep Learning LSTM,1 day ahead
134,TYX t-53,1.901428992034937e-08,mae,BTC,Deep Learning LSTM,1 day ahead
278,Volume t-41,1.9262429984401308e-08,mae,BTC,Deep Learning LSTM,1 day ahead
282,Volume t-39,2.0233939745928353e-08,mae,BTC,Deep Learning LSTM,1 day ahead
386,Close t-47,2.1603494215760577e-08,mae,BTC,Deep Learning LSTM,1 day ahead
284,Volume t-38,2.3005581217816484e-08,mae,BTC,Deep Learning LSTM,1 day ahead
384,Close t-48,2.6908843486772582e-08,mae,BTC,Deep Learning LSTM,1 day ahead
280,Volume t-40,2.785930275361892e-08,mae,BTC,Deep Learning LSTM,1 day ahead
62,Gtrend t-29,3.04848669641089e-08,mae,BTC,Deep Learning LSTM,1 day ahead
136,TYX t-52,3.261542680377261e-08,mae,BTC,Deep Learning LSTM,1 day ahead
392,Close t-44,3.3024315726493114e-08,mae,BTC,Deep Learning LSTM,1 day ahead
292,Volume t-34,3.5593107572395866e-08,mae,BTC,Deep Learning LSTM,1 day ahead
138,TYX t-51,3.611490329014089e-08,mae,BTC,Deep Learning LSTM,1 day ahead
288,Volume t-36,3.6542291081964606e-08,mae,BTC,Deep Learning LSTM,1 day ahead
390,Close t-45,3.749912935724353e-08,mae,BTC,Deep Learning LSTM,1 day ahead
388,Close t-46,4.1599500288924673e-08,mae,BTC,Deep Learning LSTM,1 day ahead
140,TYX t-50,4.191525682095687e-08,mae,BTC,Deep Learning LSTM,1 day ahead
290,Volume t-35,4.2717725245999816e-08,mae,BTC,Deep Learning LSTM,1 day ahead
394,Close t-43,4.287528454494094e-08,mae,BTC,Deep Learning LSTM,1 day ahead
396,Close t-42,4.521315943861737e-08,mae,BTC,Deep Learning LSTM,1 day ahead
298,Volume t-31,4.6546353993370815e-08,mae,BTC,Deep Learning LSTM,1 day ahead
328,Volume t-16,5.051404339262433e-08,mae,BTC,Deep Learning LSTM,1 day ahead
66,Gtrend t-27,5.1097714726111576e-08,mae,BTC,Deep Learning LSTM,1 day ahead
142,TYX t-49,5.686681148198147e-08,mae,BTC,Deep Learning LSTM,1 day ahead
306,Volume t-27,6.384280037963208e-08,mae,BTC,Deep Learning LSTM,1 day ahead
312,Volume t-24,6.55032337260053e-08,mae,BTC,Deep Learning LSTM,1 day ahead
300,Volume t-30,6.615005632149007e-08,mae,BTC,Deep Learning LSTM,1 day ahead
304,Volume t-28,6.818493236693257e-08,mae,BTC,Deep Learning LSTM,1 day ahead
308,Volume t-26,6.919088835211085e-08,mae,BTC,Deep Learning LSTM,1 day ahead
144,TYX t-48,7.001249346938465e-08,mae,BTC,Deep Learning LSTM,1 day ahead
296,Volume t-32,7.703759996591231e-08,mae,BTC,Deep Learning LSTM,1 day ahead
310,Volume t-25,7.895510389932525e-08,mae,BTC,Deep Learning LSTM,1 day ahead
348,Volume t-6,8.019580410856264e-08,mae,BTC,Deep Learning LSTM,1 day ahead
302,Volume t-29,8.200359058463391e-08,mae,BTC,Deep Learning LSTM,1 day ahead
146,TYX t-47,8.762342063040052e-08,mae,BTC,Deep Learning LSTM,1 day ahead
398,Close t-41,9.0076116010529e-08,mae,BTC,Deep Learning LSTM,1 day ahead
148,TYX t-46,9.08071404737143e-08,mae,BTC,Deep Learning LSTM,1 day ahead
336,Volume t-12,9.282351765005359e-08,mae,BTC,Deep Learning LSTM,1 day ahead
84,Gtrend t-18,1.0274529249620912e-07,mae,BTC,Deep Learning LSTM,1 day ahead
76,Gtrend t-22,1.0881100920290265e-07,mae,BTC,Deep Learning LSTM,1 day ahead
150,TYX t-45,1.202229001906474e-07,mae,BTC,Deep Learning LSTM,1 day ahead
74,Gtrend t-23,1.2066751098327444e-07,mae,BTC,Deep Learning LSTM,1 day ahead
324,Volume t-18,1.4082873112108985e-07,mae,BTC,Deep Learning LSTM,1 day ahead
400,Close t-40,1.41919526686074e-07,mae,BTC,Deep Learning LSTM,1 day ahead
314,Volume t-23,1.4280555893364522e-07,mae,BTC,Deep Learning LSTM,1 day ahead
152,TYX t-44,1.6744031683391114e-07,mae,BTC,Deep Learning LSTM,1 day ahead
318,Volume t-21,1.7076756242406788e-07,mae,BTC,Deep Learning LSTM,1 day ahead
402,Close t-39,1.7449986955409003e-07,mae,BTC,Deep Learning LSTM,1 day ahead
406,Close t-37,1.77422691427509e-07,mae,BTC,Deep Learning LSTM,1 day ahead
334,Volume t-13,1.8030979143102144e-07,mae,BTC,Deep Learning LSTM,1 day ahead
404,Close t-38,1.8962748249418127e-07,mae,BTC,Deep Learning LSTM,1 day ahead
154,TYX t-43,1.923480925647425e-07,mae,BTC,Deep Learning LSTM,1 day ahead
156,TYX t-42,2.173088133883283e-07,mae,BTC,Deep Learning LSTM,1 day ahead
410,Close t-35,2.2985934189367896e-07,mae,BTC,Deep Learning LSTM,1 day ahead
322,Volume t-19,2.524802741321608e-07,mae,BTC,Deep Learning LSTM,1 day ahead
92,Gtrend t-14,2.5865251884749085e-07,mae,BTC,Deep Learning LSTM,1 day ahead
470,Close t-5,2.8519967743001473e-07,mae,BTC,Deep Learning LSTM,1 day ahead
158,TYX t-41,2.901873563665447e-07,mae,BTC,Deep Learning LSTM,1 day ahead
414,Close t-33,3.435572430987577e-07,mae,BTC,Deep Learning LSTM,1 day ahead
408,Close t-36,3.5048156254990914e-07,mae,BTC,Deep Learning LSTM,1 day ahead
160,TYX t-40,3.630269880261494e-07,mae,BTC,Deep Learning LSTM,1 day ahead
86,Gtrend t-17,3.655976934524574e-07,mae,BTC,Deep Learning LSTM,1 day ahead
344,Volume t-8,3.8020287262963137e-07,mae,BTC,Deep Learning LSTM,1 day ahead
352,Volume t-4,3.881554744289417e-07,mae,BTC,Deep Learning LSTM,1 day ahead
162,TYX t-39,4.262618771289084e-07,mae,BTC,Deep Learning LSTM,1 day ahead
338,Volume t-11,4.544407639084369e-07,mae,BTC,Deep Learning LSTM,1 day ahead
412,Close t-34,4.973288063592207e-07,mae,BTC,Deep Learning LSTM,1 day ahead
164,TYX t-38,5.225867849567578e-07,mae,BTC,Deep Learning LSTM,1 day ahead
416,Close t-32,5.241706712011407e-07,mae,BTC,Deep Learning LSTM,1 day ahead
332,Volume t-14,5.675192717990996e-07,mae,BTC,Deep Learning LSTM,1 day ahead
340,Volume t-10,6.247586123997451e-07,mae,BTC,Deep Learning LSTM,1 day ahead
166,TYX t-37,6.458779464590947e-07,mae,BTC,Deep Learning LSTM,1 day ahead
358,Volume t-1,6.70875027086737e-07,mae,BTC,Deep Learning LSTM,1 day ahead
350,Volume t-5,7.243890773889206e-07,mae,BTC,Deep Learning LSTM,1 day ahead
346,Volume t-7,7.715656690221451e-07,mae,BTC,Deep Learning LSTM,1 day ahead
168,TYX t-36,8.42150351787474e-07,mae,BTC,Deep Learning LSTM,1 day ahead
420,Close t-30,8.622879698050312e-07,mae,BTC,Deep Learning LSTM,1 day ahead
418,Close t-31,8.626477410178524e-07,mae,BTC,Deep Learning LSTM,1 day ahead
342,Volume t-9,9.764011387192184e-07,mae,BTC,Deep Learning LSTM,1 day ahead
100,Gtrend t-10,9.98996555368059e-07,mae,BTC,Deep Learning LSTM,1 day ahead
422,Close t-29,1.0309224207638579e-06,mae,BTC,Deep Learning LSTM,1 day ahead
170,TYX t-35,1.0619775634435058e-06,mae,BTC,Deep Learning LSTM,1 day ahead
172,TYX t-34,1.130172064267576e-06,mae,BTC,Deep Learning LSTM,1 day ahead
424,Close t-28,1.1330712841317592e-06,mae,BTC,Deep Learning LSTM,1 day ahead
356,Volume t-2,1.189402904167025e-06,mae,BTC,Deep Learning LSTM,1 day ahead
426,Close t-27,1.2662236208438316e-06,mae,BTC,Deep Learning LSTM,1 day ahead
174,TYX t-33,1.53800523650105e-06,mae,BTC,Deep Learning LSTM,1 day ahead
354,Volume t-3,1.5477834856003625e-06,mae,BTC,Deep Learning LSTM,1 day ahead
176,TYX t-32,1.5944727275174486e-06,mae,BTC,Deep Learning LSTM,1 day ahead
428,Close t-26,1.8552940798111095e-06,mae,BTC,Deep Learning LSTM,1 day ahead
430,Close t-25,2.0187239685443004e-06,mae,BTC,Deep Learning LSTM,1 day ahead
178,TYX t-31,2.3396583656021264e-06,mae,BTC,Deep Learning LSTM,1 day ahead
432,Close t-24,2.4907711944077704e-06,mae,BTC,Deep Learning LSTM,1 day ahead
180,TYX t-30,2.6324515115527802e-06,mae,BTC,Deep Learning LSTM,1 day ahead
182,TYX t-29,3.0496227874099446e-06,mae,BTC,Deep Learning LSTM,1 day ahead
436,Close t-22,3.3889852515400776e-06,mae,BTC,Deep Learning LSTM,1 day ahead
434,Close t-23,3.88484435431824e-06,mae,BTC,Deep Learning LSTM,1 day ahead
440,Close t-20,4.023710929113022e-06,mae,BTC,Deep Learning LSTM,1 day ahead
438,Close t-21,4.091427648678092e-06,mae,BTC,Deep Learning LSTM,1 day ahead
184,TYX t-28,4.360861183161369e-06,mae,BTC,Deep Learning LSTM,1 day ahead
186,TYX t-27,4.9085477494825724e-06,mae,BTC,Deep Learning LSTM,1 day ahead
442,Close t-19,5.002428892342259e-06,mae,BTC,Deep Learning LSTM,1 day ahead
444,Close t-18,5.412719863095994e-06,mae,BTC,Deep Learning LSTM,1 day ahead
188,TYX t-26,5.693134073503359e-06,mae,BTC,Deep Learning LSTM,1 day ahead
468,Close t-6,5.936729785438466e-06,mae,BTC,Deep Learning LSTM,1 day ahead
190,TYX t-25,6.991640779441255e-06,mae,BTC,Deep Learning LSTM,1 day ahead
452,Close t-14,7.859760359552048e-06,mae,BTC,Deep Learning LSTM,1 day ahead
446,Close t-17,7.922724782338797e-06,mae,BTC,Deep Learning LSTM,1 day ahead
448,Close t-16,8.878382305566035e-06,mae,BTC,Deep Learning LSTM,1 day ahead
194,TYX t-23,9.306983333345897e-06,mae,BTC,Deep Learning LSTM,1 day ahead
192,TYX t-24,9.33737634389864e-06,mae,BTC,Deep Learning LSTM,1 day ahead
466,Close t-7,1.0257868147234284e-05,mae,BTC,Deep Learning LSTM,1 day ahead
450,Close t-15,1.1150386465152984e-05,mae,BTC,Deep Learning LSTM,1 day ahead
454,Close t-13,1.1165813249447432e-05,mae,BTC,Deep Learning LSTM,1 day ahead
196,TYX t-22,1.3376420925137467e-05,mae,BTC,Deep Learning LSTM,1 day ahead
198,TYX t-21,1.3698053176192104e-05,mae,BTC,Deep Learning LSTM,1 day ahead
456,Close t-12,1.4578929323993961e-05,mae,BTC,Deep Learning LSTM,1 day ahead
460,Close t-10,1.5279445924720747e-05,mae,BTC,Deep Learning LSTM,1 day ahead
458,Close t-11,1.5522840062787147e-05,mae,BTC,Deep Learning LSTM,1 day ahead
236,TYX t-2,1.557904219073869e-05,mae,BTC,Deep Learning LSTM,1 day ahead
462,Close t-9,1.5835276460429704e-05,mae,BTC,Deep Learning LSTM,1 day ahead
200,TYX t-20,1.791744582246846e-05,mae,BTC,Deep Learning LSTM,1 day ahead
464,Close t-8,1.8049080613757873e-05,mae,BTC,Deep Learning LSTM,1 day ahead
202,TYX t-19,2.0235251278033495e-05,mae,BTC,Deep Learning LSTM,1 day ahead
234,TYX t-3,2.052275183261898e-05,mae,BTC,Deep Learning LSTM,1 day ahead
204,TYX t-18,2.3466364595381428e-05,mae,BTC,Deep Learning LSTM,1 day ahead
206,TYX t-17,2.466404797785149e-05,mae,BTC,Deep Learning LSTM,1 day ahead
208,TYX t-16,3.3166596334233134e-05,mae,BTC,Deep Learning LSTM,1 day ahead
210,TYX t-15,3.543386223070488e-05,mae,BTC,Deep Learning LSTM,1 day ahead
232,TYX t-4,3.818360744167748e-05,mae,BTC,Deep Learning LSTM,1 day ahead
212,TYX t-14,4.0189701783099885e-05,mae,BTC,Deep Learning LSTM,1 day ahead
214,TYX t-13,4.118653333240463e-05,mae,BTC,Deep Learning LSTM,1 day ahead
230,TYX t-5,4.760814473436792e-05,mae,BTC,Deep Learning LSTM,1 day ahead
216,TYX t-12,5.077530170649602e-05,mae,BTC,Deep Learning LSTM,1 day ahead
218,TYX t-11,5.293231687109046e-05,mae,BTC,Deep Learning LSTM,1 day ahead
220,TYX t-10,5.444554191025297e-05,mae,BTC,Deep Learning LSTM,1 day ahead
228,TYX t-6,5.714957257862974e-05,mae,BTC,Deep Learning LSTM,1 day ahead
222,TYX t-9,6.304696036418811e-05,mae,BTC,Deep Learning LSTM,1 day ahead
224,TYX t-8,6.789210035573756e-05,mae,BTC,Deep Learning LSTM,1 day ahead
226,TYX t-7,7.331631376006342e-05,mae,BTC,Deep Learning LSTM,1 day ahead
